"","toa","thr"
"7318","Late Majority","Low Thresh."
"7319","Non-Adopters","Non-Adopters"
"7320","Non-Adopters","Non-Adopters"
"7321","Non-Adopters","Non-Adopters"
"7322","Late Majority","High Thresh."
"7323","Non-Adopters","Non-Adopters"
"7324","Late Majority","High Thresh."
"7325","Non-Adopters","Non-Adopters"
"7326","Non-Adopters","Non-Adopters"
"7327","Laggards","High Thresh."
"7328","Early Majority","High Thresh."
"7329","Early Majority","High Thresh."
"7330","Non-Adopters","Non-Adopters"
"7331","Late Majority","Low Thresh."
"7332","Non-Adopters","Non-Adopters"
"7333","Non-Adopters","Non-Adopters"
"7334","Late Majority","High Thresh."
"7335","Early Adopters","Very Low Thresh."
"7336","Late Majority","High Thresh."
"7337","Non-Adopters","Non-Adopters"
"7338","Laggards","Very Low Thresh."
"7339","Non-Adopters","Non-Adopters"
"7340","Non-Adopters","Non-Adopters"
"7341","Late Majority","High Thresh."
"7342","Non-Adopters","Non-Adopters"
"7343","Non-Adopters","Non-Adopters"
"7344","Non-Adopters","Non-Adopters"
"7345","Late Majority","High Thresh."
"7346","Non-Adopters","Non-Adopters"
"7347","Late Majority","High Thresh."
"7348","Laggards","Very Low Thresh."
"7349","Early Adopters","Very Low Thresh."
"7350","Laggards","High Thresh."
"7351","Non-Adopters","Non-Adopters"
"7352","Laggards","High Thresh."
"7353","Late Majority","High Thresh."
"7354","Non-Adopters","Non-Adopters"
"7355","Non-Adopters","Non-Adopters"
"7356","Non-Adopters","Non-Adopters"
"7357","Laggards","Low Thresh."
"7358","Laggards","High Thresh."
"7359","Non-Adopters","Non-Adopters"
"7360","Late Majority","Very Low Thresh."
"7361","Early Majority","High Thresh."
"7362","Laggards","High Thresh."
"7363","Late Majority","High Thresh."
"7364","Laggards","High Thresh."
"7365","Laggards","High Thresh."
"7366","Early Adopters","High Thresh."
"7367","Non-Adopters","Non-Adopters"
"7368","Non-Adopters","Non-Adopters"
"7369","Laggards","High Thresh."
"7370","Non-Adopters","Non-Adopters"
"7371","Non-Adopters","Non-Adopters"
"7372","Non-Adopters","Non-Adopters"
"7373","Late Majority","Very Low Thresh."
"7374","Early Majority","High Thresh."
"7375","Late Majority","Low Thresh."
"7376","Non-Adopters","Non-Adopters"
"7377","Late Majority","High Thresh."
"7378","Non-Adopters","Non-Adopters"
"7379","Non-Adopters","Non-Adopters"
"7380","Non-Adopters","Non-Adopters"
"7381","Late Majority","High Thresh."
"7382","Non-Adopters","Non-Adopters"
"7383","Non-Adopters","Non-Adopters"
"7384","Non-Adopters","Non-Adopters"
"7385","Non-Adopters","Non-Adopters"
"7386","Non-Adopters","Non-Adopters"
"7387","Early Majority","High Thresh."
"7388","Non-Adopters","Non-Adopters"
"7389","Non-Adopters","Non-Adopters"
"7390","Non-Adopters","Non-Adopters"
"7391","Non-Adopters","Non-Adopters"
"7392","Non-Adopters","Non-Adopters"
"7393","Non-Adopters","Non-Adopters"
"7394","Late Majority","High Thresh."
"7395","Non-Adopters","Non-Adopters"
"7396","Late Majority","High Thresh."
"7397","Late Majority","High Thresh."
"7398","Non-Adopters","Non-Adopters"
"7399","Non-Adopters","Non-Adopters"
"7400","Laggards","High Thresh."
"7401","Non-Adopters","Non-Adopters"
"7402","Late Majority","High Thresh."
"7403","Early Majority","Low Thresh."
"7404","Non-Adopters","Non-Adopters"
"7405","Non-Adopters","Non-Adopters"
"7406","Late Majority","High Thresh."
"7407","Non-Adopters","Non-Adopters"
"7408","Early Adopters","High Thresh."
"7409","Late Majority","High Thresh."
"7410","Non-Adopters","Non-Adopters"
"7411","Late Majority","High Thresh."
"7412","Late Majority","High Thresh."
"7413","Late Majority","High Thresh."
"7414","Late Majority","Very Low Thresh."
"7415","Non-Adopters","Non-Adopters"
"7416","Late Majority","Very Low Thresh."
"7417","Non-Adopters","Non-Adopters"
"7418","Non-Adopters","Non-Adopters"
"7419","Non-Adopters","Non-Adopters"
"7420","Early Adopters","Very Low Thresh."
"7421","Non-Adopters","Non-Adopters"
"7422","Laggards","High Thresh."
"7423","Non-Adopters","Non-Adopters"
"7424","Non-Adopters","Non-Adopters"
"7425","Non-Adopters","Non-Adopters"
"7426","Non-Adopters","Non-Adopters"
"7427","Non-Adopters","Non-Adopters"
"7428","Late Majority","High Thresh."
"7429","Early Adopters","High Thresh."
"7430","Non-Adopters","Non-Adopters"
"7431","Non-Adopters","Non-Adopters"
"7432","Early Majority","High Thresh."
"7433","Non-Adopters","Non-Adopters"
"7434","Non-Adopters","Non-Adopters"
"7435","Non-Adopters","Non-Adopters"
"7436","Laggards","High Thresh."
"7437","Non-Adopters","Non-Adopters"
"7438","Late Majority","High Thresh."
"7439","Non-Adopters","Non-Adopters"
"7440","Late Majority","Very Low Thresh."
"7441","Early Adopters","Very Low Thresh."
"7442","Non-Adopters","Non-Adopters"
"7443","Non-Adopters","Non-Adopters"
"7444","Non-Adopters","Non-Adopters"
"7445","Early Majority","Low Thresh."
"7446","Early Majority","High Thresh."
"7447","Non-Adopters","Non-Adopters"
"7448","Non-Adopters","Non-Adopters"
"7449","Non-Adopters","Non-Adopters"
"7450","Non-Adopters","Non-Adopters"
"7451","Laggards","High Thresh."
"7452","Non-Adopters","Non-Adopters"
"7453","Late Majority","Very Low Thresh."
"7454","Late Majority","Very Low Thresh."
"7455","Non-Adopters","Non-Adopters"
"7456","Late Majority","High Thresh."
"7457","Late Majority","High Thresh."
"7458","Non-Adopters","Non-Adopters"
"7459","Non-Adopters","Non-Adopters"
"7460","Early Majority","High Thresh."
"7461","Non-Adopters","Non-Adopters"
"7462","Laggards","Very Low Thresh."
"7463","Laggards","Low Thresh."
"7464","Late Majority","High Thresh."
"7465","Non-Adopters","Non-Adopters"
"7466","Laggards","Very Low Thresh."
"7467","Late Majority","Low Thresh."
"7468","Late Majority","High Thresh."
"7469","Non-Adopters","Non-Adopters"
"7470","Non-Adopters","Non-Adopters"
"7471","Late Majority","High Thresh."
"7472","Non-Adopters","Non-Adopters"
"7473","Non-Adopters","Non-Adopters"
"7474","Non-Adopters","Non-Adopters"
"7475","Late Majority","High Thresh."
"7476","Late Majority","High Thresh."
"7477","Non-Adopters","Non-Adopters"
"7478","Non-Adopters","Non-Adopters"
"7479","Late Majority","Very Low Thresh."
"7480","Late Majority","Low Thresh."
"7481","Laggards","High Thresh."
"7482","Non-Adopters","Non-Adopters"
"7483","Laggards","Very Low Thresh."
"7484","Non-Adopters","Non-Adopters"
"7485","Non-Adopters","Non-Adopters"
"7486","Non-Adopters","Non-Adopters"
"7487","Laggards","Low Thresh."
"7488","Non-Adopters","Non-Adopters"
"7489","Non-Adopters","Non-Adopters"
"7490","Early Majority","High Thresh."
"7491","Laggards","High Thresh."
"7492","Non-Adopters","Non-Adopters"
"7493","Non-Adopters","Non-Adopters"
"7494","Non-Adopters","Non-Adopters"
"7495","Late Majority","High Thresh."
"7496","Late Majority","High Thresh."
"7497","Non-Adopters","Non-Adopters"
"7498","Non-Adopters","Non-Adopters"
"7499","Late Majority","High Thresh."
"7500","Early Majority","High Thresh."
"7501","Non-Adopters","Non-Adopters"
"7502","Non-Adopters","Non-Adopters"
"7503","Non-Adopters","Non-Adopters"
"7504","Non-Adopters","Non-Adopters"
"7505","Late Majority","High Thresh."
"7506","Late Majority","High Thresh."
"7507","Late Majority","High Thresh."
"7508","Non-Adopters","Non-Adopters"
"7509","Non-Adopters","Non-Adopters"
"7510","Early Majority","High Thresh."
"7511","Late Majority","High Thresh."
"7512","Non-Adopters","Non-Adopters"
"7513","Non-Adopters","Non-Adopters"
"7514","Non-Adopters","Non-Adopters"
"7515","Non-Adopters","Non-Adopters"
"7516","Late Majority","High Thresh."
"7517","Non-Adopters","Non-Adopters"
"7518","Non-Adopters","Non-Adopters"
"7519","Non-Adopters","Non-Adopters"
"7520","Non-Adopters","Non-Adopters"
"7521","Non-Adopters","Non-Adopters"
"7522","Early Majority","Low Thresh."
"7523","Non-Adopters","Non-Adopters"
"7524","Late Majority","High Thresh."
"7525","Late Majority","Very Low Thresh."
"7526","Early Majority","High Thresh."
"7527","Non-Adopters","Non-Adopters"
"7528","Non-Adopters","Non-Adopters"
"7529","Early Majority","High Thresh."
"7530","Non-Adopters","Non-Adopters"
"7531","Early Majority","Low Thresh."
"7532","Late Majority","Low Thresh."
"7533","Laggards","High Thresh."
"7534","Non-Adopters","Non-Adopters"
"7535","Late Majority","Low Thresh."
"7536","Non-Adopters","Non-Adopters"
"7537","Early Adopters","Very Low Thresh."
"7538","Laggards","High Thresh."
"7539","Late Majority","Low Thresh."
"7540","Non-Adopters","Non-Adopters"
"7541","Non-Adopters","Non-Adopters"
"7542","Non-Adopters","Non-Adopters"
"7543","Non-Adopters","Non-Adopters"
"7544","Non-Adopters","Non-Adopters"
"7545","Early Majority","High Thresh."
"7546","Late Majority","High Thresh."
"7547","Non-Adopters","Non-Adopters"
"7548","Non-Adopters","Non-Adopters"
"7549","Non-Adopters","Non-Adopters"
"7550","Non-Adopters","Non-Adopters"
"7551","Late Majority","Low Thresh."
"7552","Non-Adopters","Non-Adopters"
"7553","Laggards","Low Thresh."
"7554","Non-Adopters","Non-Adopters"
"7555","Non-Adopters","Non-Adopters"
"7556","Non-Adopters","Non-Adopters"
"7557","Late Majority","Low Thresh."
"7558","Late Majority","High Thresh."
"7559","Non-Adopters","Non-Adopters"
"7560","Non-Adopters","Non-Adopters"
"7561","Early Majority","High Thresh."
"7562","Non-Adopters","Non-Adopters"
"7563","Laggards","High Thresh."
"7564","Non-Adopters","Non-Adopters"
"7565","Late Majority","High Thresh."
"7566","Non-Adopters","Non-Adopters"
"7567","Non-Adopters","Non-Adopters"
"7568","Laggards","High Thresh."
"7569","Late Majority","High Thresh."
"7570","Non-Adopters","Non-Adopters"
"7571","Non-Adopters","Non-Adopters"
"7572","Non-Adopters","Non-Adopters"
"7573","Laggards","High Thresh."
"7574","Non-Adopters","Non-Adopters"
"7575","Laggards","Very Low Thresh."
"7576","Non-Adopters","Non-Adopters"
"7577","Non-Adopters","Non-Adopters"
"7578","Non-Adopters","Non-Adopters"
"7579","Non-Adopters","Non-Adopters"
"7580","Non-Adopters","Non-Adopters"
"7581","Late Majority","Low Thresh."
"7582","Non-Adopters","Non-Adopters"
"7583","Non-Adopters","Non-Adopters"
"7584","Non-Adopters","Non-Adopters"
"7585","Late Majority","High Thresh."
"7586","Non-Adopters","Non-Adopters"
"7587","Late Majority","High Thresh."
"7588","Late Majority","High Thresh."
"7589","Late Majority","Low Thresh."
"7590","Laggards","Very Low Thresh."
"7591","Non-Adopters","Non-Adopters"
"7592","Late Majority","High Thresh."
"7593","Non-Adopters","Non-Adopters"
"7594","Non-Adopters","Non-Adopters"
"7595","Non-Adopters","Non-Adopters"
"7596","Non-Adopters","Non-Adopters"
"7597","Early Majority","Low Thresh."
"7598","Non-Adopters","Non-Adopters"
"7599","Laggards","High Thresh."
"7600","Non-Adopters","Non-Adopters"
"7601","Early Majority","High Thresh."
"7602","Non-Adopters","Non-Adopters"
"7603","Early Adopters","Very Low Thresh."
"7604","Early Adopters","Very Low Thresh."
"7605","Non-Adopters","Non-Adopters"
"7606","Laggards","High Thresh."
"7607","Late Majority","High Thresh."
"7608","Non-Adopters","Non-Adopters"
"7609","Late Majority","High Thresh."
"7610","Late Majority","Low Thresh."
"7611","Non-Adopters","Non-Adopters"
"7612","Non-Adopters","Non-Adopters"
"7613","Non-Adopters","Non-Adopters"
"7614","Laggards","Low Thresh."
"7615","Early Majority","High Thresh."
"7616","Late Majority","High Thresh."
"7617","Late Majority","High Thresh."
"7618","Non-Adopters","Non-Adopters"
"7619","Non-Adopters","Non-Adopters"
"7620","Laggards","Low Thresh."
"7621","Non-Adopters","Non-Adopters"
"7622","Non-Adopters","Non-Adopters"
"7623","Non-Adopters","Non-Adopters"
"7624","Late Majority","High Thresh."
"7625","Early Majority","High Thresh."
"7626","Non-Adopters","Non-Adopters"
"7627","Late Majority","Very Low Thresh."
"7628","Late Majority","High Thresh."
"7629","Early Adopters","Very Low Thresh."
"7630","Non-Adopters","Non-Adopters"
"7631","Non-Adopters","Non-Adopters"
"7632","Laggards","Very Low Thresh."
"7633","Early Majority","High Thresh."
"7634","Late Majority","Very Low Thresh."
"7635","Laggards","High Thresh."
"7636","Late Majority","High Thresh."
"7637","Non-Adopters","Non-Adopters"
"7638","Late Majority","Very Low Thresh."
"7639","Late Majority","High Thresh."
"7640","Early Majority","High Thresh."
"7641","Early Majority","Low Thresh."
"7642","Early Adopters","Low Thresh."
"7643","Early Majority","Low Thresh."
"7644","Early Majority","Very Low Thresh."
"7645","Early Adopters","High Thresh."
"7646","Late Majority","High Thresh."
"7647","Early Majority","High Thresh."
"7648","Late Majority","Low Thresh."
"7649","Non-Adopters","Non-Adopters"
"7650","Early Majority","High Thresh."
"7651","Non-Adopters","Non-Adopters"
"7652","Non-Adopters","Non-Adopters"
"7653","Non-Adopters","Non-Adopters"
"7654","Non-Adopters","Non-Adopters"
"7655","Early Majority","Low Thresh."
"7656","Late Majority","High Thresh."
"7657","Early Majority","High Thresh."
"7658","Early Majority","High Thresh."
"7659","Non-Adopters","Non-Adopters"
"7660","Non-Adopters","Non-Adopters"
"7661","Late Majority","High Thresh."
"7662","Laggards","Low Thresh."
"7663","Non-Adopters","Non-Adopters"
"7664","Late Majority","Low Thresh."
"7665","Laggards","High Thresh."
"7666","Non-Adopters","Non-Adopters"
"7667","Non-Adopters","Non-Adopters"
"7668","Late Majority","High Thresh."
"7669","Late Majority","High Thresh."
"7670","Laggards","High Thresh."
"7671","Non-Adopters","Non-Adopters"
"7672","Non-Adopters","Non-Adopters"
"7673","Non-Adopters","Non-Adopters"
"7674","Laggards","High Thresh."
"7675","Early Majority","Very Low Thresh."
"7676","Early Adopters","Low Thresh."
"7677","Late Majority","High Thresh."
"7678","Non-Adopters","Non-Adopters"
"7679","Late Majority","High Thresh."
"7680","Non-Adopters","Non-Adopters"
"7681","Early Adopters","Very Low Thresh."
"7682","Non-Adopters","Non-Adopters"
"7683","Non-Adopters","Non-Adopters"
"7684","Late Majority","Very Low Thresh."
"7685","Early Majority","Low Thresh."
"7686","Non-Adopters","Non-Adopters"
"7687","Non-Adopters","Non-Adopters"
"7688","Early Adopters","Low Thresh."
"7689","Late Majority","High Thresh."
"7690","Late Majority","High Thresh."
"7691","Early Majority","High Thresh."
"7692","Non-Adopters","Non-Adopters"
"7693","Early Majority","Very Low Thresh."
"7694","Late Majority","High Thresh."
"7695","Laggards","Low Thresh."
"7696","Non-Adopters","Non-Adopters"
"7697","Late Majority","Low Thresh."
"7698","Non-Adopters","Non-Adopters"
"7699","Non-Adopters","Non-Adopters"
"7700","Non-Adopters","Non-Adopters"
"7701","Laggards","High Thresh."
"7702","Early Majority","Very Low Thresh."
"7703","Non-Adopters","Non-Adopters"
"7704","Late Majority","High Thresh."
"7705","Non-Adopters","Non-Adopters"
"7706","Late Majority","Low Thresh."
"7707","Late Majority","Low Thresh."
"7708","Early Majority","High Thresh."
"7709","Early Majority","High Thresh."
"7710","Late Majority","High Thresh."
"7711","Laggards","High Thresh."
"7712","Early Majority","Very Low Thresh."
"7713","Non-Adopters","Non-Adopters"
"7714","Laggards","Low Thresh."
"7715","Late Majority","Low Thresh."
"7716","Non-Adopters","Non-Adopters"
"7717","Non-Adopters","Non-Adopters"
"7718","Late Majority","High Thresh."
"7719","Late Majority","High Thresh."
"7720","Late Majority","Low Thresh."
"7721","Non-Adopters","Non-Adopters"
"7722","Late Majority","High Thresh."
"7723","Late Majority","High Thresh."
"7724","Laggards","High Thresh."
"7725","Non-Adopters","Non-Adopters"
"7726","Late Majority","High Thresh."
"7727","Non-Adopters","Non-Adopters"
"7728","Late Majority","High Thresh."
"7729","Non-Adopters","Non-Adopters"
"7730","Non-Adopters","Non-Adopters"
"7731","Non-Adopters","Non-Adopters"
"7732","Non-Adopters","Non-Adopters"
"7733","Early Adopters","High Thresh."
"7734","Non-Adopters","Non-Adopters"
"7735","Early Adopters","Low Thresh."
"7736","Non-Adopters","Non-Adopters"
"7737","Non-Adopters","Non-Adopters"
"7738","Non-Adopters","Non-Adopters"
"7739","Laggards","Low Thresh."
"7740","Non-Adopters","Non-Adopters"
"7741","Early Majority","High Thresh."
"7742","Non-Adopters","Non-Adopters"
"7743","Laggards","High Thresh."
"7744","Non-Adopters","Non-Adopters"
"7745","Non-Adopters","Non-Adopters"
"7746","Late Majority","High Thresh."
"7747","Late Majority","High Thresh."
"7748","Late Majority","High Thresh."
"7749","Non-Adopters","Non-Adopters"
"7750","Non-Adopters","Non-Adopters"
"7751","Non-Adopters","Non-Adopters"
"7752","Non-Adopters","Non-Adopters"
"7753","Non-Adopters","Non-Adopters"
"7754","Laggards","High Thresh."
"7755","Non-Adopters","Non-Adopters"
"7756","Non-Adopters","Non-Adopters"
"7757","Non-Adopters","Non-Adopters"
